college_name,college_type,financial_aid,major,roi,total_cost
University of New Haven(Private),private,,engineering,639000,210000
Alfred University(Private),private,,engineering,637000,165000
University of Georgia(In-State),instate,,engineering,637000,96100
Syracuse University(Private),private,,engineering,636000,241000
University at Buffalo(Out-of-State),outofstate,,engineering,636000,157000
University of Dayton(Private),private,,engineering,636000,211000
University of North Carolina at Charlotte(In-State),instate,,engineering,636000,82300
University of Portland(Private),private,,engineering,636000,226000
Trinity University(Private),private,,engineering,635000,207000
University of Kentucky(Out-of-State),outofstate,,engineering,635000,155000
Citadel Military College of South Carolina(Out-of-State),outofstate,,engineering,633000,187000
Miami University-Oxford(Out-of-State),outofstate,,engineering,633000,185000
Pennsylvania State University-Penn State Harrisburg(Out-of-State),outofstate,,engineering,630000,157000
University of New Hampshire-Main Campus(Out-of-State),outofstate,,engineering,630000,178000
The University of Tennessee-Chattanooga(Out-of-State),outofstate,,engineering,629000,151000
Pennsylvania State University-Penn State Erie-Behrend College(Out-of-State),outofstate,,engineering,627000,157000
Valparaiso University(Private),private,,engineering,625000,194000
LeTourneau University(Private),private,,engineering,624000,163000
University of Arkansas at Little Rock(Out-of-State),outofstate,,engineering,623000,133000
Boise State University(Out-of-State),outofstate,,engineering,620000,134000
Saint Louis University(Private),private,,engineering,619000,220000
University of South Carolina-Columbia(Out-of-State),outofstate,,engineering,618000,177000
Walla Walla University(Private),private,,engineering,618000,148000
Ferris State University(In-State),instate,,engineering,617000,89600
Idaho State University(Out-of-State),outofstate,,engineering,615000,136000
Southern Methodist University(Private),private,,engineering,615000,262000
University of Southern Mississippi(Out-of-State),outofstate,,engineering,615000,117000
North Carolina A & T State University(In-State),instate,,engineering,613000,70000
Wentworth Institute of Technology(Private),private,,engineering,613000,200000
University of North Florida(Out-of-State),outofstate,,engineering,611000,142000
University of Akron Main Campus(Out-of-State),outofstate,,engineering,610000,133000
University of Toledo(Out-of-State),outofstate,,engineering,608000,135000
Ohio Northern University(Private),private,,engineering,606000,182000
Union College (New York)(Private),private,,engineering,606000,253000
Widener University-Main Campus(Private),private,,engineering,605000,228000
University of Vermont(Out-of-State),outofstate,,engineering,601000,210000
Tennessee Technological University(Out-of-State),outofstate,,engineering,600000,158000
Morgan State University(In-State),instate,,engineering,595000,93500
Southern Illinois University-Edwardsville(Out-of-State),outofstate,,engineering,595000,139000
Kent State University at Kent(In-State),instate,,engineering,594000,101000
University of Hawaii at Manoa(Out-of-State),outofstate,,engineering,594000,186000
University of Pittsburgh-Johnstown(In-State),instate,,engineering,594000,106000
University of Wisconsin-Stout(In-State),instate,,engineering,593000,76600
Ferris State University(Out-of-State),outofstate,,engineering,592000,115000
Merrimack College(Private),private,,engineering,591000,210000
Southern Illinois University-Carbondale(Out-of-State),outofstate,,engineering,590000,158000
University of Maine(Out-of-State),outofstate,,engineering,590000,167000
University of North Carolina at Charlotte(Out-of-State),outofstate,,engineering,584000,134000
South Dakota State University(In-State),instate,,engineering,583000,96900
Fairfield University(Private),private,,engineering,582000,243000
SUNY College of Environmental Science and Forestry(In-State),instate,,engineering,581000,101000
Embry-Riddle Aeronautical University-Prescott(Private),private,,engineering,580000,192000
Norwich University(Private),private,,engineering,580000,208000
Wilkes University(Private),private,,engineering,575000,197000
South Dakota State University(Out-of-State),outofstate,,engineering,572000,108000
University of Detroit Mercy(Private),private,,engineering,572000,210000
Catholic University of America(Private),private,,engineering,565000,233000
North Carolina A & T State University(Out-of-State),outofstate,,engineering,564000,119000
University of Georgia(Out-of-State),outofstate,,engineering,564000,169000
Kent State University at Kent(Out-of-State),outofstate,,engineering,562000,134000
University of Wisconsin-Stout(Out-of-State),outofstate,,engineering,562000,108000
Morgan State University(Out-of-State),outofstate,,engineering,556000,132000
University of Pittsburgh-Johnstown(Out-of-State),outofstate,,engineering,551000,150000
University of Evansville(Private),private,,engineering,548000,187000
Middle Tennessee State University(In-State),instate,,engineering,547000,86300
Calvin College(Private),private,,engineering,545000,173000
Mercer University(Private),private,,engineering,543000,197000
SUNY College of Environmental Science and Forestry(Out-of-State),outofstate,,engineering,542000,140000
Tarleton State University(In-State),instate,,engineering,535000,74400
Pennsylvania College of Technology(In-State),instate,,engineering,528000,124000
SUNY College of Technology at Alfred(In-State),instate,,engineering,519000,95200
SUNY Polytechnic Institute(In-State),instate,,engineering,516000,93900
Pennsylvania College of Technology(Out-of-State),outofstate,,engineering,501000,150000
Tarleton State University(Out-of-State),outofstate,,engineering,499000,110000
SUNY College of Technology at Alfred(Out-of-State),outofstate,,engineering,493000,122000
Vermont Technical College(In-State),instate,,engineering,486000,102000
Middle Tennessee State University(Out-of-State),outofstate,,engineering,481000,152000
SUNY Polytechnic Institute(Out-of-State),outofstate,,engineering,478000,133000
Christian Brothers University(Private),private,,engineering,476000,163000
Roger Williams University(Private),private,,engineering,461000,201000
Vermont Technical College(Out-of-State),outofstate,,engineering,442000,147000
University of Colorado Denver/Anschutz Medical Campus(Out-of-State),outofstate,,engineering,N/A,N/A
University of Colorado Denver/Anschutz Medical Campus(In-State),instate,,engineering,N/A,N/A
Embry-Riddle Aeronautical University-Worldwide(Private),private,,engineering,N/A,N/A
Polytechnic University of Puerto Rico-Miami(Private),private,,engineering,N/A,N/A
Polytechnic University of Puerto Rico-Orlando(Private),private,,engineering,N/A,N/A
Universidad Metropolitana(Private),private,,engineering,N/A,N/A
University of Puerto Rico-Mayaguez(In-State),instate,,engineering,N/A,N/A
University of Puerto Rico-Mayaguez(Out-of-State),outofstate,,engineering,N/A,N/A
New England Institute of Technology(Private),private,,engineering,N/A,N/A
University of Michigan-Dearborn(Out-of-State),outofstate,,engineering,N/A,N/A
University of Michigan-Dearborn(In-State),instate,,engineering,N/A,N/A
Thomas Edison State University(Out-of-State),outofstate,,engineering,N/A,N/A
Thomas Edison State University(In-State),instate,,engineering,N/A,N/A
Yale University(Private),private,,humanities,894000,261000
United States Military Academy(Service Academy),service academy,,humanities,843000,0
Princeton University(Private),private,,humanities,810000,240000
United States Naval Academy(Service Academy),service academy,,humanities,784000,0
University of Pennsylvania(Private),private,,humanities,769000,262000
Harvard University(Private),private,,humanities,692000,254000
Dartmouth College(Private),private,,humanities,672000,265000
Duke University(Private),private,,humanities,657000,262000
Hamilton College(Private),private,,humanities,650000,251000
Washington and Lee University(Private),private,,humanities,643000,243000
Union College (New York)(Private),private,,humanities,630000,253000
Virginia Military Institute(In-State),instate,,humanities,589000,111000
Colgate University(Private),private,,humanities,587000,255000
Boston College(Private),private,,humanities,569000,257000
Wabash College(Private),private,,humanities,566000,201000
Lehigh University(Private),private,,humanities,543000,240000
University of California-Berkeley(In-State),instate,,humanities,520000,139000
Haverford College(Private),private,,humanities,518000,262000
Columbia University in the City of New York(Private),private,,humanities,516000,272000
Northwestern University(Private),private,,humanities,505000,267000
Virginia Military Institute(Out-of-State),outofstate,,humanities,498000,201000
Georgetown University(Private),private,,humanities,472000,263000
Franklin and Marshall College(Private),private,,humanities,469000,258000
Wake Forest University(Private),private,,humanities,469000,254000
